,Intercept,Date,Trends,Joe Biden,Elizabeth Warren,Bernie Sanders,Pete Buttigieg,Amy Klobuchar,Andrew Yang,Cory Booker,Tom Steyer,Michael Bloomberg,Price,TradeVolume,y,predicted
0,1,-0.17107978455366032,-0.37825588913494573,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.7840510975301113,-0.32294524056766205,0.3333333333333333,-0.20212577078416064
1,1,-0.9409388150451318,-0.13378446237623381,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,0.767648878785869,-0.412994264823474,-0.04999999999999991,-0.14989930114826236
2,1,1.625257953259773,0.10308035567351174,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,1.771690039931503,0.21370970567867595,-0.1935483870967742,0.1474011744645442
3,1,1.3686382764292826,-0.3908788800609758,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,0.21999006361552306,-0.4339408188679415,0.0,-0.043952180867937424
4,1,-0.6843191382146413,-0.3908788800609758,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,0.03743712522540759,-0.2576089184572421,0.0,-0.15241276718626026
5,1,1.4541781687061128,-0.30067934099694715,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.9666040359202266,-0.7394642940215892,0.0,0.004367768490646837
6,1,-0.3849295152457357,-0.39812194941160695,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.7840510975301113,-0.180847203231658,0.0,-0.21021064313112145
7,1,-0.9837087611835469,-0.04890790257507492,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,0.6763724095908112,-0.4614040786151323,-0.21052631578947373,-0.16495161498399394
8,1,0.6843191382146413,-0.07749549334183466,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.32766875155482295,-0.3198138365286911,0.12499999999999993,0.031537301208331606
9,1,1.5397180609829428,-0.3551671527514648,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.9666040359202266,-0.5229742526246278,0.0,0.01652120123119847
10,1,0.17107978455366032,-0.40069492463776163,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.5102216899449383,0.9394760661163783,-0.3333333333333334,-0.336141763227579
11,1,0.2138497306920754,-0.08159518643950563,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,1.5891371015413875,-0.17052203315721343,0.13793103448275856,0.06401248053973224
12,1,-0.7698590304914714,0.07610408472895722,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,1.041478286371042,1.4897991678301163,0.04347826086956525,-0.04221849930816455
13,1,0.8553989227683017,-0.40773455922289464,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.8753275667251689,-0.39509448227638355,-0.4999999999999999,-0.15451490932938336
14,1,-0.34215956910732065,-0.1397069451575271,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,0.21999006361552306,-0.12037725226288204,0.07142857142857148,-0.10437710981200726
15,1,1.4114082225676976,-0.3424134150156627,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.23639228235976537,0.22488120116905863,0.11111111111111106,-0.2523391371862967
16,1,-0.7270890843530564,-0.38017841109720324,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.7840510975301113,-0.4110054000960195,0.0,-0.2382419927057977
17,1,0.2993896229689056,-0.13454145549370303,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,1.224031224761157,-0.4004263323967935,0.07999999999999996,0.016720419457757353
18,1,0.08553989227683016,-0.3590652749076909,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.41894522074988055,2.357875146957807,0.0,-0.282710572319795
19,1,1.582488007121358,-0.3352951272880525,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.9666040359202266,-0.7296469191967074,0.0,0.012246268419526526
20,1,-0.2993896229689056,0.041221748122913474,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,0.49381947120069597,0.03441566631219321,0.11764705882352952,-0.06598233190756897
21,1,-0.7270890843530564,-0.25980457984143834,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.5019017934919643,0.41026878353029556,0.02564102564102566,0.1381208065609418
22,1,1.668027899398188,0.03721107582844946,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,1.041478286371042,1.0289326625810338,0.04347826086956525,0.15469368266323252
23,1,0.8126289766298865,-0.3319036196205311,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.41894522074988055,-0.7252460270338295,0.0,0.013770236369733811
24,1,1.026478707321962,0.025142812852442745,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,2.82842712474619,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,-0.35355339059327373,0.767648878785869,-0.11237947708226716,0.15,0.04162042667339684
