ContractName,Date,OpenSharePrice,HighSharePrice,LowSharePrice,CloseSharePrice,TradeVolume
Murphy,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,450
O'Rourke,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,108
Clinton,11/15/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.08 ,11031
S. Brown,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/15/2019 0:00,$0.06 ,$0.08 ,$0.05 ,$0.07 ,20645
Andrew Yang,11/15/2019 0:00,$0.09 ,$0.10 ,$0.08 ,$0.08 ,10004
Pete Buttigieg,11/15/2019 0:00,$0.19 ,$0.20 ,$0.17 ,$0.18 ,25902
Castro,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,11/15/2019 0:00,$0.04 ,$0.04 ,$0.03 ,$0.04 ,11537
Hickenlooper,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,35
Bennet,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,658
Ryan,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/15/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,68
Patrick,11/15/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.02 ,177386
Bernie Sanders,11/16/2019 0:00,$0.15 ,$0.15 ,$0.14 ,$0.14 ,8612
Cory Booker,11/16/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,12869
Harris,11/16/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,6632
Gillibrand,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/16/2019 0:00,$0.23 ,$0.24 ,$0.22 ,$0.22 ,12601
Elizabeth Warren,11/16/2019 0:00,$0.29 ,$0.29 ,$0.25 ,$0.25 ,23500
Cuomo,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,899
Zuckerberg,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,40
Amy Klobuchar,11/16/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,11968
Johnson,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,650
O'Rourke,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,250
Clinton,11/16/2019 0:00,$0.08 ,$0.08 ,$0.07 ,$0.07 ,6215
S. Brown,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/16/2019 0:00,$0.07 ,$0.08 ,$0.06 ,$0.06 ,15955
Andrew Yang,11/16/2019 0:00,$0.08 ,$0.09 ,$0.08 ,$0.08 ,4404
Pete Buttigieg,11/16/2019 0:00,$0.18 ,$0.22 ,$0.17 ,$0.20 ,53228
Castro,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,11/16/2019 0:00,$0.04 ,$0.04 ,$0.03 ,$0.03 ,10167
Hickenlooper,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3
Inslee,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/16/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,87
Patrick,11/16/2019 0:00,$0.02 ,$0.03 ,$0.01 ,$0.01 ,119823
Bernie Sanders,11/17/2019 0:00,$0.14 ,$0.15 ,$0.14 ,$0.14 ,8768
Cory Booker,11/17/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,11640
Harris,11/17/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,3635
Gillibrand,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/17/2019 0:00,$0.22 ,$0.23 ,$0.22 ,$0.22 ,11741
Elizabeth Warren,11/17/2019 0:00,$0.25 ,$0.27 ,$0.24 ,$0.25 ,9964
Cuomo,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/17/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.03 ,34380
Johnson,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,858
O'Rourke,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,867
Clinton,11/17/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.07 ,2966
S. Brown,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,9999
Michael Bloomberg,11/17/2019 0:00,$0.06 ,$0.08 ,$0.06 ,$0.07 ,22985
Andrew Yang,11/17/2019 0:00,$0.08 ,$0.09 ,$0.08 ,$0.08 ,4522
Pete Buttigieg,11/17/2019 0:00,$0.20 ,$0.21 ,$0.19 ,$0.19 ,16256
Castro,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,11/17/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.04 ,15362
Hickenlooper,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,858
Bennet,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1
Williamson,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,858
Ryan,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/17/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,20078
Patrick,11/17/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,78134
Bernie Sanders,11/18/2019 0:00,$0.14 ,$0.15 ,$0.13 ,$0.14 ,17159
Cory Booker,11/18/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,4498
Harris,11/18/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.03 ,4622
Gillibrand,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/18/2019 0:00,$0.22 ,$0.24 ,$0.22 ,$0.23 ,17538
Elizabeth Warren,11/18/2019 0:00,$0.25 ,$0.27 ,$0.25 ,$0.27 ,18035
Cuomo,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/18/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,30172
Johnson,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,194
O'Rourke,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Clinton,11/18/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.07 ,8820
S. Brown,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/18/2019 0:00,$0.07 ,$0.08 ,$0.06 ,$0.06 ,14749
Andrew Yang,11/18/2019 0:00,$0.08 ,$0.09 ,$0.08 ,$0.08 ,5970
Pete Buttigieg,11/18/2019 0:00,$0.19 ,$0.21 ,$0.19 ,$0.20 ,31904
Castro,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,102
Gabbard,11/18/2019 0:00,$0.04 ,$0.04 ,$0.03 ,$0.04 ,9352
Hickenlooper,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,450
Bennet,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/18/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,12854
Patrick,11/18/2019 0:00,$0.01 ,$0.03 ,$0.01 ,$0.03 ,85530
Bernie Sanders,11/19/2019 0:00,$0.14 ,$0.15 ,$0.13 ,$0.14 ,10171
Cory Booker,11/19/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,3769
Harris,11/19/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.02 ,6970
Gillibrand,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/19/2019 0:00,$0.23 ,$0.24 ,$0.22 ,$0.24 ,10125
Elizabeth Warren,11/19/2019 0:00,$0.27 ,$0.27 ,$0.24 ,$0.24 ,11598
Cuomo,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/19/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,9621
Johnson,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,100
O'Rourke,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Clinton,11/19/2019 0:00,$0.07 ,$0.08 ,$0.07 ,$0.07 ,7265
S. Brown,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,10001
Michael Bloomberg,11/19/2019 0:00,$0.06 ,$0.09 ,$0.06 ,$0.08 ,28101
Andrew Yang,11/19/2019 0:00,$0.08 ,$0.09 ,$0.08 ,$0.08 ,7341
Pete Buttigieg,11/19/2019 0:00,$0.20 ,$0.22 ,$0.19 ,$0.20 ,31203
Castro,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,858
Gabbard,11/19/2019 0:00,$0.04 ,$0.04 ,$0.03 ,$0.04 ,5790
Hickenlooper,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,250
Bennet,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/19/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1600
Patrick,11/19/2019 0:00,$0.03 ,$0.03 ,$0.01 ,$0.01 ,36404
Bernie Sanders,11/20/2019 0:00,$0.14 ,$0.15 ,$0.13 ,$0.14 ,18167
Cory Booker,11/20/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.02 ,86387
Harris,11/20/2019 0:00,$0.02 ,$0.03 ,$0.02 ,$0.02 ,60808
Gillibrand,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,7
Joe Biden,11/20/2019 0:00,$0.24 ,$0.24 ,$0.21 ,$0.21 ,35883
Elizabeth Warren,11/20/2019 0:00,$0.24 ,$0.27 ,$0.23 ,$0.25 ,22793
Cuomo,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/20/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,58928
Johnson,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,200
O'Rourke,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,115
Clinton,11/20/2019 0:00,$0.07 ,$0.08 ,$0.06 ,$0.06 ,10037
S. Brown,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/20/2019 0:00,$0.08 ,$0.10 ,$0.07 ,$0.09 ,31190
Andrew Yang,11/20/2019 0:00,$0.08 ,$0.09 ,$0.08 ,$0.08 ,12236
Pete Buttigieg,11/20/2019 0:00,$0.20 ,$0.22 ,$0.19 ,$0.22 ,49645
Castro,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,103
Gabbard,11/20/2019 0:00,$0.04 ,$0.04 ,$0.02 ,$0.03 ,85056
Hickenlooper,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,1000
Williamson,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,100
Ryan,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/20/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,6300
Patrick,11/20/2019 0:00,$0.01 ,$0.03 ,$0.01 ,$0.01 ,80266
Bernie Sanders,11/21/2019 0:00,$0.14 ,$0.15 ,$0.13 ,$0.15 ,25526
Cory Booker,11/21/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,25543
Harris,11/21/2019 0:00,$0.02 ,$0.04 ,$0.02 ,$0.03 ,44893
Gillibrand,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/21/2019 0:00,$0.21 ,$0.23 ,$0.20 ,$0.21 ,26508
Elizabeth Warren,11/21/2019 0:00,$0.25 ,$0.27 ,$0.25 ,$0.25 ,15310
Cuomo,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/21/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,25078
Johnson,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,10
O'Rourke,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,176
Clinton,11/21/2019 0:00,$0.06 ,$0.08 ,$0.06 ,$0.07 ,22745
S. Brown,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/21/2019 0:00,$0.09 ,$0.12 ,$0.08 ,$0.09 ,67673
Andrew Yang,11/21/2019 0:00,$0.08 ,$0.09 ,$0.08 ,$0.08 ,22629
Pete Buttigieg,11/21/2019 0:00,$0.22 ,$0.24 ,$0.21 ,$0.23 ,30962
Castro,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,4
Gabbard,11/21/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,24180
Hickenlooper,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bennet,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,859
Ryan,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/21/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,599
Patrick,11/21/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,33059
Bernie Sanders,11/22/2019 0:00,$0.15 ,$0.16 ,$0.15 ,$0.16 ,8955
Cory Booker,11/22/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.02 ,10645
Harris,11/22/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.03 ,7380
Gillibrand,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/22/2019 0:00,$0.21 ,$0.23 ,$0.20 ,$0.22 ,25678
Elizabeth Warren,11/22/2019 0:00,$0.25 ,$0.26 ,$0.23 ,$0.23 ,18455
Cuomo,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/22/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.03 ,6972
Johnson,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Brown,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
O'Rourke,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,8
Clinton,11/22/2019 0:00,$0.07 ,$0.08 ,$0.05 ,$0.07 ,30021
S. Brown,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/22/2019 0:00,$0.09 ,$0.13 ,$0.09 ,$0.12 ,45845
Andrew Yang,11/22/2019 0:00,$0.08 ,$0.09 ,$0.07 ,$0.08 ,20266
Pete Buttigieg,11/22/2019 0:00,$0.23 ,$0.23 ,$0.22 ,$0.22 ,22142
Castro,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,5
Gabbard,11/22/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,6554
Hickenlooper,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Inslee,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,10177
Bennet,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,3000
Williamson,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/22/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,16
Patrick,11/22/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.01 ,30946
Bernie Sanders,11/23/2019 0:00,$0.16 ,$0.16 ,$0.14 ,$0.15 ,6667
Cory Booker,11/23/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.02 ,6588
Harris,11/23/2019 0:00,$0.03 ,$0.04 ,$0.03 ,$0.04 ,5614
Gillibrand,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/23/2019 0:00,$0.22 ,$0.23 ,$0.22 ,$0.23 ,14818
Elizabeth Warren,11/23/2019 0:00,$0.23 ,$0.24 ,$0.23 ,$0.24 ,10371
Cuomo,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Zuckerberg,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Kaine,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Amy Klobuchar,11/23/2019 0:00,$0.03 ,$0.04 ,$0.02 ,$0.02 ,11426
Johnson,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,9999
Brown,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Murphy,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Delaney,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Winfrey,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,110
O'Rourke,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Clinton,11/23/2019 0:00,$0.07 ,$0.08 ,$0.05 ,$0.07 ,21449
S. Brown,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Michael Bloomberg,11/23/2019 0:00,$0.12 ,$0.12 ,$0.10 ,$0.11 ,38805
Andrew Yang,11/23/2019 0:00,$0.08 ,$0.08 ,$0.07 ,$0.07 ,8677
Pete Buttigieg,11/23/2019 0:00,$0.22 ,$0.23 ,$0.20 ,$0.21 ,19439
Castro,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Gabbard,11/23/2019 0:00,$0.03 ,$0.03 ,$0.02 ,$0.03 ,11861
Hickenlooper,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,262
Inslee,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Bullock,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,5000
Bennet,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Williamson,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Ryan,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
de Blasio,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Swalwell,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Tom Steyer,11/23/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,9550
Patrick,11/23/2019 0:00,$0.01 ,$0.02 ,$0.01 ,$0.02 ,29663
Bernie Sanders,11/24/2019 0:00,$0.15 ,$0.16 ,$0.15 ,$0.16 ,11552
Cory Booker,11/24/2019 0:00,$0.02 ,$0.02 ,$0.01 ,$0.01 ,16075
Harris,11/24/2019 0:00,$0.04 ,$0.04 ,$0.03 ,$0.03 ,16930
Gillibrand,11/24/2019 0:00,$0.01 ,$0.01 ,$0.01 ,$0.01 ,0
Joe Biden,11/24/2019 0:00,$0.23 ,$0.24 ,$0.22 ,$0.24 ,15667
Elizabeth Warren,11/24/2019 0:00,$0.24 ,$0.24 ,$0.22 ,$0.23 ,14484
