,Intercept,Date,Trends,Joe Biden,Elizabeth Warren,Bernie Sanders,Pete Buttigieg,Amy Klobuchar,Andrew Yang,Cory Booker,Tom Steyer,Michael Bloomberg,Price,y,predicted
52,1,0.25,0.0018010806483890337,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039999999999999994,0.3333333333333333,0.009284445274672062
53,1,0.8,0.036431152147731835,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32,-0.1764705882352941,0.028228587180768594
54,1,0.8625,0.001400840504302582,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.06,0.0,0.023118276791839535
55,1,1.0,0.02368526696105981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.26,0.07142857142857148,0.01387059033676595
56,1,0.1625,0.05079527963057978,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,-0.04999999999999991,-0.0037260985317792567
57,1,0.037500000000000006,0.0023113254949251325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-0.0831323088686631
58,1,0.037500000000000006,0.11603545527800163,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,-0.08333333333333341,0.03130253193451868
59,1,0.3875,0.011958597125916992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.5,-0.07284206283095536
60,1,0.1625,0.010206123674204523,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039999999999999994,0.6666666666666666,0.008074712668298036
61,1,0.21250000000000002,0.008757637474541755,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16,-0.11111111111111123,-0.016912904783776515
62,1,0.925,0.0043025815489293575,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.3333333333333333,0.03532317616595449
63,1,0.775,0.0060435132957292505,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.12499999999999993,-0.14053729653433705
